,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_f1_micro,split1_test_f1_micro,split2_test_f1_micro,split3_test_f1_micro,split4_test_f1_micro,mean_test_f1_micro,std_test_f1_micro,rank_test_f1_micro
0,0.020908355712890625,0.015549593827804875,0.0029811859130859375,0.00012426572126250017,0.2,3,50,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 50}",0.8913443830570903,0.8950276243093923,0.8892988929889298,0.9040590405904059,0.9022140221402214,0.8963887926172079,0.005836634761189028,11,0.5625,0.6153846153846154,0.525,0.7272727272727273,0.7368421052631579,0.6333998895841002,0.08557369005678479,1,0.2857142857142857,0.25396825396825395,0.3387096774193548,0.25806451612903225,0.22580645161290322,0.272452636968766,0.0381848760144181,27,0.3789473684210526,0.3595505617977528,0.4117647058823529,0.38095238095238093,0.345679012345679,0.3753788058798436,0.02236221877804877,27,0.8913443830570903,0.8950276243093922,0.8892988929889298,0.904059040590406,0.9022140221402214,0.8963887926172079,0.005836634761189063,11
1,0.024694108963012697,0.00012911871551976676,0.002989387512207031,3.073828579080709e-05,0.2,3,100,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 100}",0.9005524861878453,0.8950276243093923,0.8892988929889298,0.9040590405904059,0.9040590405904059,0.8985994169333958,0.005704154777975693,9,0.6,0.6153846153846154,0.5208333333333334,0.6666666666666666,0.6470588235294118,0.6099886877828055,0.05032723994011311,6,0.42857142857142855,0.25396825396825395,0.4032258064516129,0.3225806451612903,0.3548387096774194,0.352636968766001,0.061593860434031124,17,0.5,0.3595505617977528,0.45454545454545453,0.4347826086956521,0.4583333333333333,0.44144239167443855,0.046122905739800095,14,0.9005524861878453,0.8950276243093922,0.8892988929889298,0.904059040590406,0.904059040590406,0.8985994169333958,0.005704154777975749,9
2,0.03654050827026367,0.0005556760195253177,0.003140687942504883,0.00010136463396867872,0.2,3,150,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 150}",0.9042357274401474,0.8913443830570903,0.8911439114391144,0.9095940959409594,0.9003690036900369,0.8993374243134697,0.007228820154818355,7,0.6170212765957447,0.5714285714285714,0.5283018867924528,0.7096774193548387,0.6111111111111112,0.6075080530565438,0.06019536299092245,7,0.4603174603174603,0.25396825396825395,0.45161290322580644,0.3548387096774194,0.3548387096774194,0.37511520737327186,0.07564413845692178,4,0.5272727272727272,0.3516483516483516,0.48695652173913045,0.4731182795698926,0.4489795918367347,0.4575950944133673,0.058748573429587135,4,0.9042357274401474,0.8913443830570903,0.8911439114391144,0.9095940959409595,0.9003690036900369,0.8993374243134697,0.007228820154818387,7
3,0.01626272201538086,0.00028455959678169685,0.0029741764068603516,1.7095526533795698e-05,0.2,4,50,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 50}",0.8950276243093923,0.8968692449355433,0.8985239852398524,0.9059040590405905,0.9022140221402214,0.8997077871331198,0.003899682865276564,5,0.5714285714285714,0.6296296296296297,0.5853658536585366,0.7037037037037037,0.6666666666666666,0.6313588850174215,0.049376925745484225,2,0.38095238095238093,0.2698412698412698,0.3870967741935484,0.3064516129032258,0.2903225806451613,0.32693292370711724,0.04807712328940646,23,0.4571428571428571,0.37777777777777777,0.4660194174757281,0.42696629213483145,0.4044943820224719,0.42648014531073325,0.0327386214421271,20,0.8950276243093922,0.8968692449355433,0.8985239852398524,0.9059040590405905,0.9022140221402214,0.8997077871331198,0.0038996828652765906,5
4,0.030868101119995116,0.0008204123114182005,0.003123760223388672,8.381828864086111e-05,0.2,4,100,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 100}",0.8950276243093923,0.8931860036832413,0.8911439114391144,0.9077490774907749,0.9022140221402214,0.8978641278125489,0.006192345539476697,10,0.5652173913043478,0.5925925925925926,0.5333333333333333,0.6875,0.6551724137931034,0.6067631462046753,0.056887060932073075,8,0.4126984126984127,0.25396825396825395,0.3870967741935484,0.3548387096774194,0.3064516129032258,0.34301075268817205,0.056929755131243515,20,0.4770642201834862,0.3555555555555555,0.4485981308411215,0.4680851063829787,0.41758241758241765,0.43337708610911196,0.04393302796134953,18,0.8950276243093922,0.8931860036832414,0.8911439114391144,0.9077490774907749,0.9022140221402214,0.8978641278125489,0.006192345539476691,10
5,0.046225881576538085,0.0017485981748381538,0.0032025814056396485,4.9320869535952026e-05,0.2,4,150,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 150}",0.9042357274401474,0.8931860036832413,0.8948339483394834,0.9077490774907749,0.9022140221402214,0.9004437558187737,0.005568222739314452,3,0.6122448979591837,0.5925925925925926,0.5510204081632653,0.6764705882352942,0.6451612903225806,0.6154979554545832,0.043104912757861734,5,0.47619047619047616,0.25396825396825395,0.43548387096774194,0.3709677419354839,0.3225806451612903,0.3718381976446492,0.0790702947541297,6,0.5357142857142858,0.3555555555555555,0.48648648648648646,0.47916666666666674,0.4301075268817204,0.457406104260943,0.060942774120718655,5,0.9042357274401474,0.8931860036832414,0.8948339483394835,0.9077490774907749,0.9022140221402214,0.9004437558187737,0.005568222739314402,3
6,0.01992454528808594,0.000195863066966771,0.0029990673065185547,2.5225992655651304e-05,0.2,5,50,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 50}",0.8950276243093923,0.8876611418047882,0.8911439114391144,0.8948339483394834,0.8929889298892989,0.8923311111564154,0.002727128876615653,23,0.5789473684210527,0.5333333333333333,0.5333333333333333,0.5925925925925926,0.6,0.5676413255360624,0.028815109940694826,20,0.3492063492063492,0.25396825396825395,0.3870967741935484,0.25806451612903225,0.1935483870967742,0.2883768561187916,0.07005865806400287,26,0.43564356435643564,0.3440860215053763,0.4485981308411215,0.3595505617977528,0.2926829268292683,0.3761122410659909,0.05840993255045296,26,0.8950276243093922,0.8876611418047882,0.8911439114391144,0.8948339483394835,0.8929889298892989,0.8923311111564155,0.0027271288766156517,23
7,0.03794546127319336,0.0017914884699918264,0.0031442165374755858,0.00010138363146813307,0.2,5,100,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 100}",0.9023941068139963,0.8802946593001841,0.8929889298892989,0.8948339483394834,0.8966789667896679,0.8934381222265261,0.007288531476271646,22,0.6190476190476191,0.4642857142857143,0.5416666666666666,0.5862068965517241,0.6071428571428571,0.5636699507389162,0.05625986958824916,22,0.4126984126984127,0.20634920634920634,0.41935483870967744,0.27419354838709675,0.27419354838709675,0.317357910906298,0.0843118514019491,24,0.49523809523809526,0.2857142857142857,0.4727272727272728,0.3736263736263736,0.37777777777777777,0.401016761016761,0.07563729475131561,24,0.9023941068139963,0.8802946593001841,0.8929889298892989,0.8948339483394835,0.8966789667896679,0.8934381222265261,0.007288531476271651,22
8,0.05483732223510742,0.0008556181410968792,0.0031723976135253906,5.961971092546912e-05,0.2,5,150,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 150}",0.9023941068139963,0.8821362799263351,0.8911439114391144,0.8948339483394834,0.9003690036900369,0.8941754500417932,0.007217643511693889,20,0.6086956521739131,0.4827586206896552,0.5294117647058824,0.5757575757575758,0.6333333333333333,0.5659913893320719,0.054258147033799047,21,0.4444444444444444,0.2222222222222222,0.43548387096774194,0.3064516129032258,0.3064516129032258,0.343010752688172,0.084974210115079,21,0.5137614678899082,0.30434782608695654,0.4778761061946903,0.39999999999999997,0.4130434782608696,0.4218057756864849,0.07203939328658966,22,0.9023941068139963,0.8821362799263351,0.8911439114391144,0.8948339483394835,0.9003690036900369,0.8941754500417932,0.007217643511693891,20
9,0.01704726219177246,0.00025630898127137396,0.003016233444213867,4.953119441993025e-05,0.5,3,50,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 50}",0.8913443830570903,0.8931860036832413,0.8892988929889298,0.9077490774907749,0.8985239852398524,0.8960204684919779,0.006616757637137107,15,0.5476190476190477,0.5757575757575758,0.5208333333333334,0.75,0.6206896551724138,0.6029799223764741,0.08060084684530393,10,0.36507936507936506,0.30158730158730157,0.4032258064516129,0.2903225806451613,0.2903225806451613,0.3301075268817204,0.04593125171192136,22,0.43809523809523804,0.39583333333333337,0.45454545454545453,0.4186046511627908,0.3956043956043956,0.4205366145482425,0.023240079972283237,23,0.8913443830570903,0.8931860036832414,0.8892988929889298,0.9077490774907749,0.8985239852398524,0.8960204684919779,0.0066167576371370974,15
10,0.03194856643676758,0.00043181944965458067,0.0030359268188476563,2.0197642276593306e-05,0.5,3,100,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 100}",0.9060773480662984,0.8913443830570903,0.8948339483394834,0.9132841328413284,0.9022140221402214,0.9015507668888842,0.007847135064539178,1,0.6428571428571429,0.5666666666666667,0.5531914893617021,0.7272727272727273,0.6551724137931034,0.6290320879902686,0.06350891930900147,3,0.42857142857142855,0.2698412698412698,0.41935483870967744,0.3870967741935484,0.3064516129032258,0.36226318484382997,0.06313428422432378,14,0.5142857142857143,0.3655913978494623,0.47706422018348627,0.505263157894737,0.41758241758241765,0.45595738155916354,0.0564223386389904,6,0.9060773480662984,0.8913443830570903,0.8948339483394835,0.9132841328413284,0.9022140221402214,0.9015507668888842,0.00784713506453916,1
11,0.047586250305175784,0.0004065077017979242,0.0031102180480957033,4.015818254597294e-05,0.5,3,150,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 150}",0.9097605893186004,0.8802946593001841,0.8929889298892989,0.9003690036900369,0.8985239852398524,0.8963874334875944,0.009693154897163563,12,0.6590909090909091,0.4666666666666667,0.54,0.6052631578947368,0.6129032258064516,0.5767847918917528,0.06688643800451469,17,0.4603174603174603,0.2222222222222222,0.43548387096774194,0.3709677419354839,0.3064516129032258,0.3590885816692268,0.08686505785085699,15,0.5420560747663551,0.3010752688172043,0.4821428571428571,0.46,0.4086021505376344,0.4387752702528102,0.0810800454799876,16,0.9097605893186004,0.8802946593001841,0.8929889298892989,0.9003690036900369,0.8985239852398524,0.8963874334875944,0.009693154897163563,12
12,0.0216644287109375,0.0007815459997308001,0.0031002521514892577,0.00011974952356135556,0.5,4,50,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 50}",0.8876611418047882,0.8950276243093923,0.8837638376383764,0.8948339483394834,0.8948339483394834,0.8912241000863048,0.0046664546037728655,27,0.5238095238095238,0.6071428571428571,0.4888888888888889,0.5757575757575758,0.5757575757575758,0.5542712842712842,0.042240978061478064,24,0.3492063492063492,0.2698412698412698,0.3548387096774194,0.3064516129032258,0.3064516129032258,0.317357910906298,0.03135238156516922,24,0.41904761904761906,0.3736263736263736,0.4112149532710281,0.39999999999999997,0.39999999999999997,0.4007777891890041,0.015369647726851444,25,0.8876611418047882,0.8950276243093922,0.8837638376383764,0.8948339483394835,0.8948339483394835,0.8912241000863048,0.004666454603772881,27
13,0.040406656265258786,0.00028248822486602387,0.0030757904052734373,5.698952166873421e-06,0.5,4,100,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 100}",0.8968692449355433,0.8913443830570903,0.8819188191881919,0.8966789667896679,0.8929889298892989,0.8919600687719585,0.0054521982063826455,26,0.5714285714285714,0.5625,0.4782608695652174,0.5789473684210527,0.5625,0.5507273618829683,0.036751847221516136,26,0.4444444444444444,0.2857142857142857,0.3548387096774194,0.3548387096774194,0.2903225806451613,0.346031746031746,0.057588004920121005,19,0.5,0.3789473684210526,0.40740740740740744,0.44000000000000006,0.3829787234042554,0.421866699846543,0.04471474930479431,21,0.8968692449355433,0.8913443830570903,0.8819188191881918,0.8966789667896679,0.8929889298892989,0.8919600687719585,0.005452198206382686,26
14,0.06005392074584961,0.0005328017309691842,0.0031988143920898436,5.171373176833867e-05,0.5,4,150,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 150}",0.9005524861878453,0.8876611418047882,0.8856088560885609,0.8911439114391144,0.8966789667896679,0.8923290724619953,0.005565996862105528,24,0.5918367346938775,0.5294117647058824,0.5,0.5384615384615384,0.59375,0.5506920075722597,0.0366578559783468,27,0.4603174603174603,0.2857142857142857,0.3709677419354839,0.3387096774193548,0.3064516129032258,0.3524321556579621,0.06121535397426809,18,0.5178571428571429,0.37113402061855666,0.42592592592592593,0.41584158415841577,0.4042553191489362,0.4270027985417955,0.04902858841018985,19,0.9005524861878453,0.8876611418047882,0.8856088560885609,0.8911439114391144,0.8966789667896679,0.8923290724619953,0.005565996862105528,24
15,0.027629518508911134,0.001110974488459256,0.0030558109283447266,3.69608781930033e-05,0.5,5,50,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 50}",0.9042357274401474,0.8968692449355433,0.8856088560885609,0.8911439114391144,0.9003690036900369,0.8956453487186806,0.006612103548986729,19,0.6170212765957447,0.5945945945945946,0.5,0.5428571428571428,0.6176470588235294,0.5744240145742023,0.04609774814372747,19,0.4603174603174603,0.3492063492063492,0.3709677419354839,0.3064516129032258,0.3387096774193548,0.36513056835637475,0.051941276540186425,13,0.5272727272727272,0.44,0.42592592592592593,0.39175257731958757,0.4375,0.4444902461036482,0.04482825165363488,12,0.9042357274401474,0.8968692449355433,0.8856088560885609,0.8911439114391144,0.9003690036900369,0.8956453487186806,0.006612103548986729,19
16,0.049655723571777347,0.0002541604408086122,0.003085422515869141,1.860422811370323e-05,0.5,5,100,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 100}",0.9005524861878453,0.8931860036832413,0.8745387453874539,0.8948339483394834,0.8985239852398524,0.8923270337675753,0.00926828925475581,25,0.5882352941176471,0.5714285714285714,0.4375,0.5675675675675675,0.5945945945945946,0.5518652055416762,0.058064229485055886,25,0.47619047619047616,0.31746031746031744,0.3387096774193548,0.3387096774193548,0.3548387096774194,0.3651817716333845,0.05676053585126494,12,0.5263157894736842,0.4081632653061224,0.3818181818181818,0.42424242424242425,0.4444444444444445,0.43699682105697146,0.04913669914988615,17,0.9005524861878453,0.8931860036832414,0.8745387453874539,0.8948339483394835,0.8985239852398524,0.8923270337675753,0.009268289254755818,25
17,0.07398953437805175,0.002764335706276505,0.0032301425933837892,0.00010564675634222859,0.5,5,150,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 150}",0.8968692449355433,0.8876611418047882,0.8856088560885609,0.9003690036900369,0.8985239852398524,0.8938064463517563,0.005994469471804681,21,0.574468085106383,0.5277777777777778,0.5,0.6052631578947368,0.6060606060606061,0.5627139253679008,0.042381842881935555,23,0.42857142857142855,0.30158730158730157,0.4032258064516129,0.3709677419354839,0.3225806451612903,0.3653865847414234,0.047661257850370765,9,0.4909090909090909,0.38383838383838387,0.4464285714285714,0.46,0.42105263157894735,0.44044573555099864,0.03618065385496236,15,0.8968692449355433,0.8876611418047882,0.8856088560885609,0.9003690036900369,0.8985239852398524,0.8938064463517563,0.005994469471804681,21
18,0.022748756408691406,0.005131200911278077,0.0030183315277099608,0.00012339200561185915,0.8,3,50,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 50}",0.8968692449355433,0.9005524861878453,0.8966789667896679,0.9040590405904059,0.9059040590405905,0.9008127595088105,0.0037193269127367783,2,0.5853658536585366,0.6666666666666666,0.5652173913043478,0.65625,0.6666666666666666,0.6280333156592435,0.04369806760362103,4,0.38095238095238093,0.2857142857142857,0.41935483870967744,0.3387096774193548,0.3548387096774194,0.3559139784946236,0.04444503434003444,16,0.4615384615384615,0.4,0.4814814814814815,0.44680851063829785,0.46315789473684216,0.4505972696790166,0.02758895399919225,9,0.8968692449355433,0.9005524861878453,0.8966789667896679,0.904059040590406,0.9059040590405905,0.9008127595088105,0.003719326912736798,2
19,0.03973650932312012,0.0008728193599527971,0.003071022033691406,4.848273315636822e-05,0.8,3,100,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 100}",0.8931860036832413,0.8913443830570903,0.9003690036900369,0.9114391143911439,0.9003690036900369,0.8993415017023099,0.007075419647301206,6,0.5531914893617021,0.5588235294117647,0.5769230769230769,0.6944444444444444,0.6111111111111112,0.5988987302504198,0.0518772178864946,12,0.4126984126984127,0.30158730158730157,0.4838709677419355,0.4032258064516129,0.3548387096774194,0.39124423963133637,0.06090530255502078,1,0.4727272727272727,0.39175257731958757,0.5263157894736842,0.5102040816326531,0.4489795918367347,0.4699958625979864,0.047665062614844406,1,0.8931860036832414,0.8913443830570903,0.9003690036900369,0.9114391143911439,0.9003690036900369,0.8993415017023099,0.007075419647301187,6
20,0.05761919021606445,0.0006710945009584734,0.0031228065490722656,4.137177243002241e-05,0.8,3,150,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 150}",0.9042357274401474,0.8931860036832413,0.9022140221402214,0.9022140221402214,0.9003690036900369,0.9004437558187737,0.0038295505850316895,3,0.6222222222222222,0.5806451612903226,0.5957446808510638,0.6216216216216216,0.6111111111111112,0.6062689594192683,0.016006228373359084,9,0.4444444444444444,0.2857142857142857,0.45161290322580644,0.3709677419354839,0.3548387096774194,0.38151561699948794,0.061440177389953346,3,0.5185185185185185,0.3829787234042553,0.5137614678899082,0.46464646464646464,0.4489795918367347,0.4657769532591763,0.04944322516325224,3,0.9042357274401474,0.8931860036832414,0.9022140221402214,0.9022140221402214,0.9003690036900369,0.9004437558187737,0.0038295505850316474,3
21,0.025615358352661134,7.753958685770308e-05,0.002986288070678711,1.068008792205625e-05,0.8,4,50,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 50}",0.8931860036832413,0.8931860036832413,0.8911439114391144,0.9022140221402214,0.8985239852398524,0.8956507852371342,0.004093740698914974,17,0.5510204081632653,0.5714285714285714,0.5306122448979592,0.6363636363636364,0.6060606060606061,0.5790970933828076,0.03795885924360605,16,0.42857142857142855,0.31746031746031744,0.41935483870967744,0.3387096774193548,0.3225806451612903,0.3653353814644137,0.048468168441636976,10,0.4821428571428571,0.4081632653061224,0.46846846846846857,0.44210526315789467,0.42105263157894735,0.444386497130858,0.027811076565727417,13,0.8931860036832414,0.8931860036832414,0.8911439114391144,0.9022140221402214,0.8985239852398524,0.8956507852371344,0.004093740698914946,17
22,0.049596118927001956,0.0006928877478919868,0.0030855655670166014,2.9303340769584338e-05,0.8,4,100,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 100}",0.8931860036832413,0.8987108655616943,0.8874538745387454,0.9003690036900369,0.9022140221402214,0.8963867539227877,0.0053899536024454905,13,0.5531914893617021,0.6176470588235294,0.5106382978723404,0.6,0.6363636363636364,0.5835680964842417,0.04573892422058074,15,0.4126984126984127,0.3333333333333333,0.3870967741935484,0.3870967741935484,0.3387096774193548,0.37178699436763957,0.03070933346691112,7,0.4727272727272727,0.4329896907216495,0.4403669724770642,0.47058823529411764,0.44210526315789467,0.45175548687559974,0.016549733521133456,7,0.8931860036832414,0.8987108655616943,0.8874538745387455,0.9003690036900369,0.9022140221402214,0.8963867539227879,0.00538995360244544,13
23,0.0729708194732666,0.0004332442128177127,0.003188610076904297,5.0789984839593134e-05,0.8,4,150,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 150}",0.8950276243093923,0.8913443830570903,0.8929889298892989,0.9003690036900369,0.9003690036900369,0.8960197889271712,0.0037379474392578,16,0.5576923076923077,0.5625,0.5434782608695652,0.6,0.6176470588235294,0.5762635254770805,0.02787549244037263,18,0.4603174603174603,0.2857142857142857,0.4032258064516129,0.3870967741935484,0.3387096774193548,0.3750128008192525,0.059179426492604076,5,0.5043478260869565,0.3789473684210526,0.4629629629629629,0.47058823529411764,0.4375,0.45086927855301795,0.04182474929981797,8,0.8950276243093922,0.8913443830570903,0.8929889298892989,0.9003690036900369,0.9003690036900369,0.8960197889271712,0.003737947439257806,16
24,0.032093477249145505,0.0007428244090710304,0.0030370712280273437,3.9266779984309535e-05,0.8,5,50,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 50}",0.9005524861878453,0.8950276243093923,0.8874538745387454,0.9022140221402214,0.8966789667896679,0.8963853947931744,0.005158281238965473,14,0.5957446808510638,0.5833333333333334,0.5094339622641509,0.6451612903225806,0.6,0.5867346533542258,0.04394948861009866,13,0.4444444444444444,0.3333333333333333,0.43548387096774194,0.3225806451612903,0.2903225806451613,0.36523297491039425,0.06270250527267299,11,0.5090909090909091,0.4242424242424242,0.46956521739130436,0.4301075268817204,0.3913043478260869,0.44486208508648895,0.04061252319237606,11,0.9005524861878453,0.8950276243093922,0.8874538745387455,0.9022140221402214,0.8966789667896679,0.8963853947931744,0.00515828123896544,14
25,0.06076803207397461,0.0002690200387395311,0.0031197071075439453,1.9289227109848256e-05,0.8,5,100,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 100}",0.9005524861878453,0.9042357274401474,0.8874538745387454,0.9059040590405905,0.8966789667896679,0.8989650227993993,0.006575457059925333,8,0.6,0.6486486486486487,0.509090909090909,0.6571428571428571,0.59375,0.601726482976483,0.05276479646576036,11,0.42857142857142855,0.38095238095238093,0.45161290322580644,0.3709677419354839,0.3064516129032258,0.38771121351766513,0.05036294564872553,2,0.5,0.48,0.4786324786324786,0.4742268041237113,0.4042553191489362,0.4674229203810253,0.03280713923473359,2,0.9005524861878453,0.9042357274401474,0.8874538745387455,0.9059040590405905,0.8966789667896679,0.8989650227993993,0.006575457059925295,8
26,0.09074544906616211,0.001549533106372601,0.0033471107482910155,0.0001533992919688694,0.8,5,150,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 150}",0.8931860036832413,0.8987108655616943,0.8837638376383764,0.9040590405904059,0.8985239852398524,0.8956487465427141,0.006865752376496717,18,0.5531914893617021,0.6176470588235294,0.4909090909090909,0.6470588235294118,0.6129032258064516,0.5843419376860373,0.05578249426230891,14,0.4126984126984127,0.3333333333333333,0.43548387096774194,0.3548387096774194,0.3064516129032258,0.36856118791602666,0.04840175115449932,8,0.4727272727272727,0.4329896907216495,0.4615384615384615,0.4583333333333333,0.4086021505376344,0.44683818177167023,0.023118203018607075,10,0.8931860036832414,0.8987108655616943,0.8837638376383764,0.904059040590406,0.8985239852398524,0.8956487465427141,0.006865752376496736,18
