,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_n_estimators,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0,0.013205671310424804,0.009147008772353287,0.0010632514953613282,0.00010178296618068209,0.2,3,50,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 50}",-0.46844238953237927,-0.4634373734938167,-0.5521389881304869,-0.41762253562241836,-0.5584668357506881,-0.4920216245059579,0.054657712467840826,7,-0.5161255473891894,-0.5593968039999405,-0.5724550553907951,-0.5044288542121649,-0.5992325594287893,-0.5503277640841758,0.035327171037460796,8
1,0.016079092025756837,6.2989195932079e-05,0.0010433197021484375,6.615847075229458e-06,0.2,3,100,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 100}",-0.48600175148457186,-0.47658016953721916,-0.5725295811069099,-0.46450903526715703,-0.5854590682238956,-0.5170159211239508,0.0512252527896753,18,-0.5282269213348627,-0.5643206859628359,-0.5797836445271969,-0.5264340111364921,-0.6114399267740899,-0.5620410379470955,0.03216054085748677,17
2,0.024072742462158202,0.0007309929592018106,0.0010980129241943359,3.553271995529902e-05,0.2,3,150,"{'colsample_bytree': 0.2, 'max_depth': 3, 'n_estimators': 150}",-0.5071414309273002,-0.4825520638056422,-0.6102703098779433,-0.47887762120799876,-0.5977406119649021,-0.5353164075567574,0.057058059296195555,22,-0.5421104251096646,-0.5633819761375586,-0.587687681739529,-0.5350877977907658,-0.6224624498976463,-0.5701460661350328,0.0319547947842224,23
3,0.011274242401123047,9.950674103372202e-05,0.001052999496459961,9.732151778647555e-06,0.2,4,50,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 50}",-0.42681175048447323,-0.5494249108818255,-0.552067134194798,-0.43822022808690014,-0.6578045595030325,-0.5248657166302059,0.0850150904792729,20,-0.5167799356083075,-0.5870978962630033,-0.5682195300857226,-0.5176643344263235,-0.6438423669775118,-0.5667208126721737,0.04746753645981288,21
4,0.021087217330932616,0.00014896872093901614,0.0010869503021240234,9.530780835774748e-06,0.2,4,100,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 100}",-0.4728750328916021,-0.5536267603004971,-0.6027576763348274,-0.4461668459121466,-0.6571543629378852,-0.5465161356753917,0.07867335150518714,24,-0.5472865433742603,-0.5896119922399521,-0.588353750606378,-0.5120888706296682,-0.6431087589388742,-0.5760899831578266,0.044160030745114036,26
5,0.030920743942260742,0.0001960166725267692,0.001111602783203125,2.41545203054694e-06,0.2,4,150,"{'colsample_bytree': 0.2, 'max_depth': 4, 'n_estimators': 150}",-0.484924159463126,-0.569852195917058,-0.6304465390204675,-0.4530714511571767,-0.673323017658603,-0.5623234726432862,0.08360022813357879,27,-0.5576629700760046,-0.5988837586094936,-0.5941392779350281,-0.512491670747598,-0.653760862912183,-0.5833877080560615,0.046895874044965,27
6,0.014754056930541992,0.0002704081680096507,0.001081228256225586,4.778874274888771e-05,0.2,5,50,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 50}",-0.44388701959101756,-0.5425513633088567,-0.5846436575084322,-0.4299338857524347,-0.6822730185951885,-0.5366577889511859,0.0933140718925418,23,-0.5208190307021141,-0.5712373008330663,-0.584169111525019,-0.5131097255895535,-0.651623877555288,-0.5681918092410082,0.05000735009254451,22
7,0.02843451499938965,0.0006454286420587552,0.0011082172393798828,1.1090334349976196e-05,0.2,5,100,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 100}",-0.4453117896385253,-0.5336483287424193,-0.6236459833342499,-0.44928997591807107,-0.68310822804538,-0.5470008611357292,0.09430383296261151,25,-0.5258271520336469,-0.5629873393724362,-0.5924377180635929,-0.5244586020708084,-0.6549815095532003,-0.5721384642187369,0.04853221578219724,24
8,0.04177789688110352,0.0002163675284418237,0.0011645793914794923,1.1405881033116191e-05,0.2,5,150,"{'colsample_bytree': 0.2, 'max_depth': 5, 'n_estimators': 150}",-0.453378042293302,-0.5445319936006305,-0.6257331007235135,-0.45378648634326707,-0.6945297359228032,-0.5543918717767033,0.09502699241566144,26,-0.528126954411467,-0.5714070629328489,-0.5897549750904242,-0.5238674400995175,-0.6604664825020036,-0.5747245830072523,0.049691810049694286,25
9,0.009235811233520509,7.238246705254391e-05,0.0010496616363525391,8.649831307103623e-06,0.5,3,50,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 50}",-0.4302237218698685,-0.4510678684238118,-0.5125301048709199,-0.380330640205456,-0.557095512795124,-0.46624956963303604,0.0621373985994858,1,-0.514097711071372,-0.5506050412853559,-0.5402582635482153,-0.48064346549411613,-0.5712781844962954,-0.5313765331790711,0.03134697524910727,1
10,0.017368316650390625,0.00023266873232692943,0.0010809898376464844,3.815144274270437e-05,0.5,3,100,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 100}",-0.4877850874459036,-0.47163737127728295,-0.5415855266704258,-0.4091579521431916,-0.6031817646570146,-0.5026695404387638,0.06564468114174497,12,-0.5329101060827574,-0.5569897585858902,-0.5549246296286583,-0.5060112196952105,-0.601315327963904,-0.5504302083912841,0.03140867223114502,9
11,0.02501053810119629,0.0002662570222297569,0.0010704517364501954,1.8182445492684952e-06,0.5,3,150,"{'colsample_bytree': 0.5, 'max_depth': 3, 'n_estimators': 150}",-0.4912970074418048,-0.4891757984835969,-0.5624114441413476,-0.42565614682230396,-0.6303496822035767,-0.519778015818526,0.07021437514503023,19,-0.5353494919836521,-0.5655620203663906,-0.5723689272999763,-0.5110735682149729,-0.6162252388699516,-0.5601158493469887,0.03562746156103272,15
12,0.01205439567565918,0.0004484806813605274,0.0010402679443359375,1.0367672416171023e-05,0.5,4,50,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 50}",-0.44169420131334064,-0.44911139592470684,-0.5308933517722259,-0.4146476191592196,-0.5661661316346477,-0.48050253996082815,0.05780284857986032,5,-0.513701846357435,-0.5517354762802521,-0.560241486877203,-0.49509402737021446,-0.5885048742693756,-0.5418555422308959,0.03343975508401365,5
13,0.022596406936645507,0.00014410011031466127,0.0010819435119628906,1.1524277149842928e-05,0.5,4,100,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 100}",-0.4579150516377866,-0.45907989578929737,-0.5292272184909173,-0.42412320984586477,-0.6262081240316046,-0.49931069995909405,0.07208776635590862,9,-0.5210306382117172,-0.5597898606210947,-0.5591651480644941,-0.5104739628732204,-0.6321178325183728,-0.5565154884577799,0.04269063904813502,12
14,0.033254146575927734,0.00021465273676261524,0.001115560531616211,6.235454955397616e-06,0.5,4,150,"{'colsample_bytree': 0.5, 'max_depth': 4, 'n_estimators': 150}",-0.4658545589565896,-0.45710175823778826,-0.5419186604239152,-0.44124680131656135,-0.6507072302326458,-0.5113658018335,0.07782293328500674,16,-0.5278084330881635,-0.55435226423045,-0.5671154676626126,-0.5263972623894612,-0.648792257483717,-0.5648931369708808,0.0447488967383957,20
15,0.015711355209350585,0.00012708013541662538,0.0010574817657470702,6.419793798155844e-06,0.5,5,50,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 50}",-0.4616125826171527,-0.4347499398236379,-0.5245204340087118,-0.4042001873903916,-0.6846344917931098,-0.5019435271266007,0.09958014763756501,11,-0.5329170121500889,-0.5506827185551325,-0.5551175499955813,-0.49507288821041584,-0.6507834757809864,-0.556914728938441,0.05148536319196862,13
16,0.03051004409790039,0.0004147970946234978,0.0011271953582763672,1.4695096954952534e-05,0.5,5,100,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 100}",-0.4759743111186389,-0.4357542582748082,-0.5388971975845404,-0.4063982356978779,-0.6924040578215555,-0.5098856120994841,0.10149849865858895,15,-0.539683559599022,-0.5503107576320568,-0.5615626387298107,-0.49470506235957146,-0.6615897242311408,-0.5615703485103204,0.05491930805579856,16
17,0.04814114570617676,0.005447101440658766,0.0012306690216064454,8.818205661169303e-05,0.5,5,150,"{'colsample_bytree': 0.5, 'max_depth': 5, 'n_estimators': 150}",-0.47476611202563185,-0.4344911854123537,-0.5415125799905603,-0.41262579932406007,-0.7029862423912211,-0.5132763838287654,0.10450626956740702,17,-0.5397151780004302,-0.5483548181752363,-0.5628098876525959,-0.4978682262202104,-0.6658639427254961,-0.5629224105547939,0.05582080077724157,18
18,0.009387779235839843,6.751960280036391e-05,0.0011144161224365234,6.402990950797153e-05,0.8,3,50,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 50}",-0.47811278413320557,-0.41094434008767466,-0.5273815763979164,-0.4060962547685048,-0.5327523213001554,-0.4710574553374913,0.0545196936311971,2,-0.5295799396311244,-0.5234301276504993,-0.549216772740086,-0.48380141022304696,-0.5766447027316268,-0.5325345905952767,0.030628552923110956,2
19,0.01752152442932129,0.00021371119034629979,0.0010655879974365234,3.251966492611815e-05,0.8,3,100,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 100}",-0.4929179616256036,-0.434944790415829,-0.5762449170108851,-0.4392599658728224,-0.5921274575442024,-0.5070990184938685,0.06636333745830097,13,-0.5400943582256635,-0.5422219646473726,-0.5637499298900366,-0.5050906607260307,-0.6141024022826349,-0.5530518631543476,0.035852691764368366,10
20,0.025504207611083983,0.000328889268904469,0.0010679244995117187,7.126123537624888e-06,0.8,3,150,"{'colsample_bytree': 0.8, 'max_depth': 3, 'n_estimators': 150}",-0.5133532470826828,-0.4566471326287101,-0.5935781279261181,-0.46149852589252865,-0.6130032032299458,-0.5276160473519971,0.06519739785460575,21,-0.5563197769224644,-0.5514899039020141,-0.573111596206824,-0.5127639981607596,-0.6219649208777862,-0.5631300392139696,0.03543948446106481,19
21,0.012275028228759765,0.0001581025057261945,0.0010499954223632812,7.1826935726139225e-06,0.8,4,50,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 50}",-0.4785115057800267,-0.42425872088089367,-0.5148884133618534,-0.39031922415112996,-0.5820854814040712,-0.4780126691155949,0.06748458616590941,3,-0.5189489596523345,-0.5336195876200994,-0.5377731913079818,-0.48834216346343357,-0.5918915571342588,-0.5341150918356217,0.03369545873184784,3
22,0.023826074600219727,0.0006627762294833093,0.0010920524597167968,2.002977172542326e-05,0.8,4,100,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 100}",-0.494695498150638,-0.4404280164804022,-0.5271590795503757,-0.4197638913015571,-0.6258442403696837,-0.5015781451705312,0.07290641648681885,10,-0.5422480273991823,-0.5485441560546557,-0.5436667408794165,-0.5145138837397099,-0.6205556598633372,-0.5539056935872603,0.03539326519519611,11
23,0.034479808807373044,0.00038719839057527975,0.001116323471069336,7.383127044197496e-06,0.8,4,150,"{'colsample_bytree': 0.8, 'max_depth': 4, 'n_estimators': 150}",-0.4902556941759914,-0.4441182100175038,-0.5353724609233873,-0.423106929644667,-0.6465215180754017,-0.5078749625673902,0.07942286986758619,14,-0.538798521583279,-0.551151160771648,-0.5500104880581299,-0.5229224432259798,-0.6319973893190554,-0.5589760005916184,0.03789649430416792,14
24,0.01620335578918457,0.0002202294703068602,0.0010700702667236328,2.1510271665101085e-05,0.8,5,50,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 50}",-0.4131818430702244,-0.44278931699768526,-0.4655876396935814,-0.4170721311499162,-0.6589743017390983,-0.4795210465301011,0.0917034214557695,4,-0.49576438885803026,-0.5436648844430844,-0.5121056921780109,-0.5014945392807325,-0.6402875322321947,-0.5386634073984105,0.05344088380157279,4
25,0.031344938278198245,0.00044494434863682564,0.0010992050170898437,5.50865598169406e-06,0.8,5,100,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 100}",-0.4224735494216029,-0.4344134616260908,-0.4688982822094055,-0.4462833240690652,-0.6828122701391258,-0.49097617749305805,0.09713693625803577,6,-0.5022074806814393,-0.5348612746844689,-0.5166522556294998,-0.5219606105238199,-0.656706913603538,-0.5464777070245532,0.056099764697474,6
26,0.047316122055053714,0.0005690406387997169,0.001168966293334961,1.7538923727160362e-05,0.8,5,150,"{'colsample_bytree': 0.8, 'max_depth': 5, 'n_estimators': 150}",-0.4256721658514501,-0.43808502863538995,-0.4698121516264954,-0.44440208790576596,-0.696218969230022,-0.4948380806498247,0.1017144841758129,8,-0.5059410262232026,-0.5357771826287111,-0.5156858457873265,-0.5197531320154667,-0.6643529961870603,-0.5483020365683535,0.05881837849571897,7
